Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O0', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
95 	 85.2 	 76.6 	 0.0010 	 0.7998 	 0.7566 	 0.8051 	 0.7424 	 0.5766 	 0.4046 	 0.2609 	 0.3535
96 	 85.4 	 77.0 	 0.0010 	 0.7986 	 0.7570 	 0.8063 	 0.7416 	 0.5721 	 0.3959 	 0.2515 	 0.3477
97 	 84.4 	 75.8 	 0.0010 	 0.7998 	 0.7561 	 0.8055 	 0.7404 	 0.5733 	 0.3975 	 0.2520 	 0.3484
98 	 85.4 	 76.7 	 0.0010 	 0.7975 	 0.7565 	 0.8066 	 0.7399 	 0.5764 	 0.4007 	 0.2578 	 0.3512
99 	 85.1 	 76.7 	 0.0010 	 0.7962 	 0.7565 	 0.8048 	 0.7433 	 0.5761 	 0.3992 	 0.2552 	 0.3487
Total train time: 141.4701 minutes
Best Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
92 	 0.8055 	 0.7437 	 0.5777 	 0.4000 	 0.2544 	 0.3494 	 9.1384
Last Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
99 	 0.8048 	 0.7433 	 0.5761 	 0.3992 	 0.2552 	 0.3487 	 8.9195
