Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
88 	 44.0 	 41.2 	 0.0010 	 0.5606 	 0.8201 	 0.6269 	 0.7861 	 0.6726 	 0.5375 	 0.4021 	 0.4786
89 	 46.4 	 43.9 	 0.0010 	 0.5602 	 0.8199 	 0.6301 	 0.7862 	 0.6696 	 0.5355 	 0.3993 	 0.4769
90 	 45.4 	 42.8 	 0.0010 	 0.5610 	 0.8216 	 0.6279 	 0.7854 	 0.6695 	 0.5352 	 0.3987 	 0.4776
91 	 48.4 	 45.5 	 0.0010 	 0.5594 	 0.8207 	 0.6285 	 0.7864 	 0.6720 	 0.5362 	 0.4012 	 0.4795
92 	 45.9 	 43.3 	 0.0010 	 0.5552 	 0.8223 	 0.6261 	 0.7846 	 0.6717 	 0.5408 	 0.4063 	 0.4853
93 	 45.3 	 42.7 	 0.0010 	 0.5549 	 0.8216 	 0.6268 	 0.7871 	 0.6699 	 0.5377 	 0.3995 	 0.4775
94 	 45.0 	 42.5 	 0.0010 	 0.5552 	 0.8237 	 0.6269 	 0.7873 	 0.6714 	 0.5334 	 0.4000 	 0.4793
95 	 41.6 	 38.9 	 0.0010 	 0.5545 	 0.8245 	 0.6245 	 0.7879 	 0.6738 	 0.5413 	 0.4064 	 0.4854
96 	 43.2 	 40.7 	 0.0010 	 0.5537 	 0.8247 	 0.6264 	 0.7873 	 0.6702 	 0.5365 	 0.4005 	 0.4803
97 	 42.4 	 39.9 	 0.0010 	 0.5554 	 0.8221 	 0.6250 	 0.7877 	 0.6717 	 0.5333 	 0.3972 	 0.4755
98 	 44.1 	 41.6 	 0.0010 	 0.5527 	 0.8234 	 0.6253 	 0.7842 	 0.6719 	 0.5391 	 0.4052 	 0.4844
99 	 44.0 	 41.4 	 0.0010 	 0.5514 	 0.8235 	 0.6234 	 0.7884 	 0.6707 	 0.5401 	 0.4038 	 0.4814
Total train time: 79.5104 minutes
Best Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
95 	 0.6245 	 0.7879 	 0.6736 	 0.5415 	 0.4067 	 0.4854 	 3.7889
Last Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
99 	 0.6234 	 0.7882 	 0.6710 	 0.5399 	 0.4039 	 0.4814 	 3.6786
