Namespace(batch_size=128, epochs=200, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
96 	 30.4 	 28.5 	 0.1000 	 0.9484 	 0.6720 	 0.9124 	 0.6768 	 0.5513 	 0.4152 	 0.2928 	 0.4236
97 	 30.2 	 28.2 	 0.1000 	 0.9490 	 0.6715 	 0.8562 	 0.7109 	 0.5655 	 0.4262 	 0.2972 	 0.4078
98 	 30.1 	 28.4 	 0.1000 	 0.9499 	 0.6715 	 0.8976 	 0.6896 	 0.5484 	 0.4071 	 0.2917 	 0.4050
99 	 30.1 	 28.4 	 0.0100 	 0.9470 	 0.6724 	 0.8692 	 0.7030 	 0.5411 	 0.3862 	 0.2551 	 0.3685
100 	 30.4 	 28.6 	 0.0100 	 0.7896 	 0.7339 	 0.7379 	 0.7491 	 0.6210 	 0.4823 	 0.3485 	 0.4488
101 	 30.0 	 28.0 	 0.0100 	 0.7413 	 0.7494 	 0.7168 	 0.7542 	 0.6268 	 0.4823 	 0.3514 	 0.4495
102 	 30.4 	 28.4 	 0.0100 	 0.7216 	 0.7579 	 0.7108 	 0.7570 	 0.6300 	 0.4935 	 0.3605 	 0.4606
103 	 30.1 	 28.3 	 0.0100 	 0.7106 	 0.7613 	 0.7045 	 0.7600 	 0.6269 	 0.4854 	 0.3562 	 0.4492
104 	 30.5 	 28.6 	 0.0100 	 0.7009 	 0.7659 	 0.7056 	 0.7554 	 0.6311 	 0.4981 	 0.3640 	 0.4687
105 	 30.5 	 28.5 	 0.0100 	 0.6942 	 0.7671 	 0.6845 	 0.7650 	 0.6441 	 0.5031 	 0.3756 	 0.4712
106 	 30.8 	 29.1 	 0.0100 	 0.6843 	 0.7706 	 0.6821 	 0.7659 	 0.6430 	 0.5085 	 0.3770 	 0.4724
107 	 30.6 	 28.9 	 0.0100 	 0.6800 	 0.7736 	 0.6830 	 0.7664 	 0.6438 	 0.5069 	 0.3745 	 0.4697
108 	 30.8 	 28.9 	 0.0100 	 0.6789 	 0.7730 	 0.6770 	 0.7694 	 0.6456 	 0.5088 	 0.3754 	 0.4697
109 	 29.9 	 28.1 	 0.0100 	 0.6676 	 0.7760 	 0.6883 	 0.7626 	 0.6417 	 0.5041 	 0.3721 	 0.4685
110 	 31.2 	 29.2 	 0.0100 	 0.6656 	 0.7760 	 1.4422 	 0.5282 	 0.2464 	 0.0771 	 0.0157 	 0.1549
111 	 34.8 	 32.8 	 0.0100 	 1.0775 	 0.6848 	 0.9819 	 0.6963 	 0.4759 	 0.2691 	 0.1222 	 0.2555
112 	 35.6 	 33.5 	 0.0100 	 1.0136 	 0.6946 	 0.9699 	 0.6950 	 0.4796 	 0.2856 	 0.1437 	 0.2678
113 	 35.6 	 33.5 	 0.0100 	 0.9923 	 0.6981 	 0.9461 	 0.7005 	 0.4881 	 0.2948 	 0.1490 	 0.2737
114 	 35.5 	 33.2 	 0.0100 	 0.9797 	 0.7011 	 0.9387 	 0.7064 	 0.4986 	 0.3048 	 0.1548 	 0.2782
115 	 35.4 	 33.3 	 0.0100 	 0.9708 	 0.7006 	 0.9311 	 0.7101 	 0.4967 	 0.3019 	 0.1566 	 0.2764
116 	 36.3 	 34.2 	 0.0100 	 0.9638 	 0.7040 	 0.9235 	 0.7122 	 0.5072 	 0.3189 	 0.1701 	 0.2886
117 	 35.6 	 33.5 	 0.0100 	 0.9574 	 0.7035 	 0.9215 	 0.7042 	 0.5094 	 0.3202 	 0.1746 	 0.2932
118 	 35.4 	 33.4 	 0.0100 	 0.9551 	 0.7042 	 0.9211 	 0.7029 	 0.5080 	 0.3265 	 0.1802 	 0.2971
119 	 36.0 	 33.7 	 0.0100 	 0.9479 	 0.7069 	 0.9565 	 0.7003 	 0.4868 	 0.2883 	 0.1399 	 0.2690
120 	 41.1 	 38.7 	 0.0100 	 0.9647 	 0.7008 	 0.9178 	 0.7091 	 0.5167 	 0.3263 	 0.1789 	 0.2954
121 	 40.9 	 38.6 	 0.0100 	 0.9502 	 0.7054 	 0.9109 	 0.7087 	 0.5198 	 0.3316 	 0.1886 	 0.3035
122 	 41.5 	 39.3 	 0.0100 	 0.9434 	 0.7076 	 0.9109 	 0.7097 	 0.5205 	 0.3372 	 0.1938 	 0.3048
123 	 40.3 	 38.1 	 0.0100 	 0.9385 	 0.7081 	 0.8991 	 0.7153 	 0.5233 	 0.3363 	 0.1874 	 0.3001
124 	 41.0 	 38.3 	 0.0100 	 0.9313 	 0.7085 	 0.9024 	 0.7114 	 0.5245 	 0.3470 	 0.1962 	 0.3093
125 	 40.6 	 38.1 	 0.0100 	 0.9266 	 0.7094 	 0.9045 	 0.7022 	 0.5187 	 0.3405 	 0.1975 	 0.3119
126 	 40.4 	 38.1 	 0.0100 	 0.9235 	 0.7092 	 0.9066 	 0.7052 	 0.5168 	 0.3310 	 0.1922 	 0.3076
127 	 40.6 	 38.3 	 0.0100 	 0.9192 	 0.7108 	 0.8957 	 0.7154 	 0.5268 	 0.3388 	 0.1954 	 0.3063
128 	 41.4 	 39.0 	 0.0100 	 0.9160 	 0.7140 	 0.8864 	 0.7152 	 0.5352 	 0.3511 	 0.2021 	 0.3157
129 	 41.0 	 38.4 	 0.0100 	 0.9138 	 0.7137 	 0.8823 	 0.7089 	 0.5326 	 0.3613 	 0.2235 	 0.3340
130 	 45.8 	 42.8 	 0.0100 	 0.8856 	 0.7208 	 0.8679 	 0.7209 	 0.5361 	 0.3647 	 0.2167 	 0.3246
131 	 45.0 	 42.3 	 0.0100 	 0.8823 	 0.7214 	 0.8587 	 0.7255 	 0.5471 	 0.3729 	 0.2269 	 0.3308
132 	 46.3 	 43.5 	 0.0100 	 0.8820 	 0.7209 	 0.8542 	 0.7259 	 0.5504 	 0.3685 	 0.2205 	 0.3256
133 	 45.8 	 43.1 	 0.0100 	 0.8821 	 0.7232 	 0.8540 	 0.7249 	 0.5523 	 0.3674 	 0.2216 	 0.3262
134 	 46.3 	 43.6 	 0.0100 	 0.8774 	 0.7230 	 0.8599 	 0.7268 	 0.5358 	 0.3563 	 0.2086 	 0.3178
135 	 45.9 	 43.3 	 0.0100 	 0.8774 	 0.7236 	 0.8499 	 0.7314 	 0.5480 	 0.3738 	 0.2273 	 0.3322
136 	 46.2 	 43.6 	 0.0100 	 0.8791 	 0.7217 	 0.8773 	 0.7154 	 0.5423 	 0.3710 	 0.2273 	 0.3387
137 	 46.5 	 43.7 	 0.0100 	 0.8749 	 0.7270 	 0.8525 	 0.7291 	 0.5486 	 0.3711 	 0.2265 	 0.3294
138 	 45.6 	 42.9 	 0.0100 	 0.8764 	 0.7247 	 0.8509 	 0.7291 	 0.5476 	 0.3650 	 0.2161 	 0.3239
139 	 46.2 	 43.2 	 0.0100 	 0.8748 	 0.7254 	 0.8559 	 0.7236 	 0.5436 	 0.3618 	 0.2140 	 0.3222
